arrive_time,task_id,rtl
2022-05-08 15:15:10.838617,9eedccf0-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:10.839068,9eedda2e-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.831344,9eedc8e0-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.866554,9eedc80e-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:10.904780,9eedd7e0-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.829899,9eedc110-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.882317,9eedc62e-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:10.849092,9eedca7a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.844640,9eedd88a-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:10.853379,9eedd9a2-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.850989,9eedc156-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:10.885494,9eedbeea-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:10.843069,9eedc1a6-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:10.876952,9eedc48a-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:10.867595,9eedc854-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:10.852249,9eedc782-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:10.842359,9eedbf8a-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:10.848130,9eedc390-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:10.819244,9eedc89a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.870944,9eedcdfe-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:10.822514,9eedc692-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.823460,9eedd74a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:10.823964,9eedbfda-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:10.897857,9eedc2f0-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:10.837077,9eedbf3a-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:10.873123,9eedca3e-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.522093,9eeddbe6-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.525089,9eeddc90-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.541891,9eeddd1c-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.535042,9eede2ee-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.547440,9eede2a8-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.549293,9eeddd9e-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.538762,9eede082-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.541453,9eeddc40-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.544163,9eedde66-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.546060,9eede384-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.554207,9eede262-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.537134,9eede21c-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.536153,9eede0d2-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.560716,9eeddfba-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.547969,9eeddb8c-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.559948,9eeddeac-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.543115,9eede046-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.550747,9eeddef2-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:11.541009,9eede000-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.539821,9eedde2a-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.551689,9eeddde4-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.548307,9eeddf38-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.555329,9eede1e0-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.540213,9eede19a-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.545143,9eede10e-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.538195,9eeddcd6-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.565274,9eeddf74-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.556486,9eede154-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.561951,9eede32a-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.567540,9eeddd58-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.635230,9eede3ca-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.649289,9eede41a-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.655092,9eede49c-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.657421,9eede456-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.660928,9eede4e2-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.662728,9eede528-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.667772,9eede5f0-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:11.666242,9eede564-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.669740,9eede5b4-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.672666,9eede636-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:11.675812,9eede67c-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.679541,9eede708-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.683615,9eede762-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.684913,9eede6c2-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.690989,9eede802-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.688482,9eede7bc-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.693230,9eede848-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.698390,9eede8ca-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.700169,9eede992-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.703704,9eede88e-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.705469,9eede910-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.707760,9eede94c-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:11.709615,9eede9d8-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.711939,9eedea1e-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.715373,9eedea5a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.717085,9eedeaa0-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:11.718835,9eedeadc-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.721596,9eedeb2c-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:11.723380,9eedeb68-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.726649,9eedebea-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.728308,9eedebae-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.732469,9eedecda-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.734288,9eedec4e-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:11.735489,9eedec8a-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.738239,9eeded16-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:11.742477,9eeded5c-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:12.523026,9eededc0-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.526121,9eedef64-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.524299,9eedef1e-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:12.531270,9eedefaa-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.537938,9eedefe6-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.536001,9eedeed8-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.545432,9eedf0ae-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.548203,9eedf13a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.552150,9eedf2d4-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.555789,9eedf068-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.560032,9eedee4c-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.558953,9eedee10-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.563851,9eedf02c-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.557096,9eedee9c-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:12.575271,9eedf0f4-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.567555,9eedf202-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.566310,9eedf180-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.580502,9eedf3b0-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.585642,9eedf324-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.589256,9eedf55e-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.593090,9eedf284-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.597710,9eedf4d2-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.596397,9eedf248-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.602390,9eedf1bc-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.599591,9eedf478-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.607172,9eedf374-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.610706,9eedf3f6-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.615319,9eedf518-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.617108,9eedf5a4-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.620064,9eedf5e0-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.624879,9eedf432-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.628373,9eedf626-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.630868,9eedf6a8-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.633090,9eedf662-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.637228,9eedf6ee-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.640403,9eedf770-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.644204,9eedf7fc-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.647898,9eedf734-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.651464,9eedf7b6-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.653499,9eedf842-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.657869,9eedf87e-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.659658,9eedf900-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.662655,9eedf8c4-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.666566,9eedf98c-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.665396,9eedf946-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.669124,9eedf9d2-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.674007,9eedfa0e-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.687886,9eedfa54-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.692911,9eedfa90-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.695140,9eedfad6-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.698577,9eedfb1c-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.700186,9eedfb62-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.704788,9eedfbe4-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.703681,9eedfb9e-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.709346,9eedfc2a-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.729654,9eedfc70-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.730939,9eedfcac-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.734650,9eedfd38-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.736521,9eedfd7e-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.742579,9eedfe0a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.739735,9eedfdc4-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.744326,9eedfe50-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.748894,9eedfea0-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:12.750923,9eedfee6-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.755790,9eedff2c-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.760381,9eedffb8-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.758833,9eedff72-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.762328,9eedfffe-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.766904,9eee003a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.769875,9eee0080-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.772769,9eee00bc-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.776147,9eee0102-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.779845,9eee018e-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:12.783114,9eee0148-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.788144,9eee0210-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.786280,9eee01ca-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.791769,9eee0256-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.794741,9eee02d8-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.800578,9eee031e-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:12.798834,9eee029c-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.805468,9eee035a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:12.807716,9eee03aa-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:13.476851,9eee0490-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.480450,9eee05f8-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.482205,9eee0512-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.491162,9eee06c0-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.493032,9eee08e6-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.499770,9eee0b16-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.502845,9eee0b98-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.507132,9eee0ce2-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.510636,9eee0b52-ce21-11ec-bf2b-fb218f9a89cd,7
2022-05-08 15:15:13.520010,9eee1066-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.522307,9eee11b0-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.531451,9eee080a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.533148,9eee0ac6-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.533875,9eee0db4-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:13.532153,9eee0e36-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:13.537384,9eee10e8-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.540057,9eee0922-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.536289,9eee07c4-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.529448,9eee0c1a-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.530985,9eee04d6-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:13.527475,9eee0ca6-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:13.528537,9eee0a76-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.544159,9eee0f1c-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.542464,9eee0c60-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.538587,9eee0a30-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.526195,9eee0742-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.554654,9eee0404-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:13.559524,9eee0ed6-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.543078,9eee05b2-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.534797,9eee067a-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.558529,9eee0f58-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.564029,9eee0634-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.562685,9eee0e90-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.552197,9eee0d6e-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.535231,9eee08a0-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.553338,9eee0df0-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.541900,9eee085a-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.570944,9eee112e-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.545163,9eee0d28-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.534372,9eee0bd4-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.580438,9eee0788-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.555578,9eee09d6-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.584307,9eee1494-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.543681,9eee044a-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.530402,9eee0968-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.567122,9eee0f9e-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.526960,9eee0558-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.592755,9eee0fe4-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.539537,9eee0706-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.597253,9eee1020-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.599954,9eee1304-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.605402,9eee11f6-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.607356,9eee1174-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.612866,9eee10ac-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.617581,9eee1340-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.615059,9eee1282-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.621189,9eee1386-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.627612,9eee1412-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.630932,9eee123c-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.634581,9eee12be-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.637541,9eee13cc-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.639794,9eee144e-ce21-11ec-bf2b-fb218f9a89cd,11
2022-05-08 15:15:13.644608,9eee14d0-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:13.646685,9eee1516-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.650672,9eee1570-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.653749,9eee15b6-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.656617,9eee15f2-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.663333,9eee1638-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.666310,9eee1674-ce21-11ec-bf2b-fb218f9a89cd,12
2022-05-08 15:15:13.672167,9eee1714-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.670678,9eee16d8-ce21-11ec-bf2b-fb218f9a89cd,9
2022-05-08 15:15:13.677228,9eee175a-ce21-11ec-bf2b-fb218f9a89cd,8
2022-05-08 15:15:13.678947,9eee1796-ce21-11ec-bf2b-fb218f9a89cd,10
2022-05-08 15:15:13.684133,9eee17dc-ce21-11ec-bf2b-fb218f9a89cd,10
